Federal Partner,FY,J Number,Award Number,Continuation of,Partner,Park/Location,Project Title,Key Official (last),Key Official (first),Investigator-L,Investigator-F,Start Date,Stop Date,Project Discipline,Partner Award,Match Amount,Award Amount,Current Funding Amount,Original Award Total,Annual Research & Design Rpt Code,CA Account Number,Account Number,Area/Org,Ext 1,Ext 2,Ext 3,PWE,Description,Fund Source,Project Product,Received,Sent to TIC,Notes,Electronic Version Received,Mod .1 Date,Mod .1 Amount,mod 1 match,Mod .1 Notes,Mod .2 Date,Mod .2 Amount,mod 2 match,Mod .2 Notes,Mod .3 Date,Mod .3 Amount,mod 3 match,Mod .3 Notes,Mod .4 Date,Mod .4 Amount,mod 4 match,Mod .4 Notes,Mod .5 Date,Mod .5 Amount,mod 5 match,Mod .5 Notes,Mod .6 Date,Mod .6 Amount,mod 6 match,Mod .6 Notes,Project Type,project supported students,Student Status,Sensitive Data,Funding Amount,NPS Closed,Principle Investigator Name,Key Official Name
National Park Service (NPS),2003,7481030051,CSU-084,,Colorado State University (CSU),CANY,"Larval Fish Cataloging Project for Canyonlands NP, Dinosaur NM and Glen Canyon NRA",Clement,Linda,Snyder,Darrel,2003-11-01 00:00,2005-05-31 00:00,Interdisciplinary,,,"$11,600.00 ","$11,600.00 ",,0,1200990009,Multi,,2005-07-31 00:00,,,NWZ,,,Final Report,2010-03-05,10/24/05,"2146-0205-NWZ=$8,500
2146-0203-NWZ=$1,550
2146-0204-NWZ=$1,550",0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Darrel Snyder,Linda Clement
National Park Service (NPS),2003,124203JR01,CSU-086,CSU-084,Colorado State University (CSU),CANY,Continuation of Larval Fish Cataloging,Clement,Linda,Snyder,Darrell,2003-11-01 00:00,2005-05-31 00:00,Natural,,,"$10,900.00 ","$10,900.00 ",,0,1200990009,2146-0204-NWZ,,2005-07-31 00:00,,,NWZ,,,Final Report,2010-03-05,10/24/05,,0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Darrel Snyder,Linda Clement
National Park Service (NPS),2005,2340050023,2340050023,,Washington Support Office (WASO),,"Research, Design, Develop, and Implement Technology in Support of NPSpecies, the NPS Biodiversity Database",Wotawa,Mark,Landon,Melissa,2005-07-01 00:00,2006-09-30 00:00,Natural,,,"$332,853.00 ","$332,853.00 ",,0,2380-04-0002,2370-0001-NII,,,,,NII,,,Final Report,2/15/07,03/30/07,,0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,0,0,0,,1,Melissa Landon,Mark Wotawa
National Park Service (NPS),2007,1242070007,AAF-001,,The Arboretum of Flagstaff (AAF),GUMO,Establishing Ex-situ Populations of an Endemic Guadalupe Mountains Violet for Conservation and Genetic Study,Armstrong,Fred,Haskins,Kristin,2007-04-15 00:00,2012-06-01 00:00,Natural,,,"$14,900.00 ","$14,900.00 ",,0,H12000040002,1242-020T-RYY,,,,,RYY,,,Final Report,Jun-12,May-13,A final report for the full project will be submitted under AAF-003. The status report submitted serves as the final report to close out this task agreement.,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,0,0,0,,1,Kristin Haskins,Fred Armstrong
National Park Service (NPS),2006,2121060018,NAU-227,,Northern Arizona University (NAU),GRCA,Complete a Bryophyte Flora of Grand Canyon National Park,Thomas,Lisa,Ayers,Tina,2006-09-30 00:00,2011-06-01 00:00,Natural,,,"$55,225.00 ","$55,225.00 ",,0,H1200040002,2370-0002-NII,BIO35TG,,,,NII,,,Final,Nov-12,May-13,,1,2010-04-12 00:00,,,Change in project period.,2011-03-14 00:00,,,Change in Period of Performance to 6/1/11.,,,,,,,,,,,,,,,,,Technical Assistance,1,0,0,,1,Tina Ayers,Lisa Thomas
National Park Service (NPS),2006,2121060019,NAU-228,,Northern Arizona University (NAU),SCPN,Developing a Monitoring Protocol to Support Long-Term Monitoring of Ground-Dwelling Arthropods in National Park Service Units of the Southern Colorado Plateau Network,Thomas,Lisa,Cobb,Neil,2006-09-01 00:00,2008-03-15 00:00,Natural,,,"$36,000.00 ","$36,000.00 ",,0,H1200040002,2121-2002-NII,,,,,NII,,,2 Final Reports- Monitoring Protocol & Pilot Plan,,,"11/2010 funds expended, NCE processed for 273 only",0,,,,,,,,,,,,,,,,,,,,,,,,,Research,0,0,0,,1,Neil Cobb,Lisa Thomas
National Park Service (NPS),2006,21210400012,NAU-229,Nau-169/204,Northern Arizona University (NAU),SCPN,SCPN NAU Administrative and Technical Support,Thomas,Lisa,Nabhan,Gary,2006-09-01 00:00,2009-04-30 00:00,Natural,,,"$221,889.00 ","$221,889.00 ",,0,H1200040002,"2121-2002-NII, 2121-0301-NWZ",,,,,NII/NWZ,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Technical Assistance,0,0,0,,1,Gary Nabhan,Lisa Thomas
National Park Service (NPS),2006,7140060015,NAU-234,,Northern Arizona University (NAU),ZION,Treatment Effectiveness Monitoring for Kolob Fire Burned Area Rehabilitation Treatments,Decker,Cheryl,Thode,Andrea,2006-08-21 00:00,2011-07-15 00:00,Natural,,,"$339,943.00 ","$339,943.00 ",,0,H1200040002,1597-CR1N-B11,FOR35TQ,,,,B11,,,Final Report,8/2011,Aug-11,"Electronic report on NAU jump drive. Report covers NAU-234, 260 and 320.",1,2009-10-26 00:00,,,Change in project period.,2010-02-02 00:00,,,See attached budget reallocation.,2010-04-12 00:00,,,Change in project period.,2011-06-09 00:00,,,This modification extends the period of performance to 7/15/11.,,,,,,,,,Research,0,0,0,,1,Andrea Thode,Cheryl Decker
National Park Service (NPS),2007,8100070176,UAZCP-090,,University of Arizona (UAZ),IMR,Catalog Park Archives from Santa Fe,Mitchell,Lynn,Lange,,2007-08-01 00:00,2012-05-31 00:00,Cultural,$0.00 ,$0.00 ,"$20,921.00 ","$20,921.00 ",$0.00 ,0,H1200040002,8105-0769-UOC,,,,,UOC,,,Final Report,Jun-12,,"TA was entered as 21921, mod done with University to make up for the error.
Electronic final report on UAZ mini-jump drive.",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,Rich Lange,Lynn Mitchell
National Park Service (NPS),2007,H1200040002,NAU-262,NAU-226,Northern Arizona University (NAU),GRCA,Extension to Web Portal Development: Colorado River Raft Permit Lottery System for Grand Canyon National Park,Sullivan,Steve,Doerry,Eck,2006-07-01 00:00,2009-06-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$37,748.97 ","$37,748.97 ","$40,776.00 ",0,H1200040002,8219-7007-P7N,EGR35TC,,,,P7N,,,Final Report,,,,0,2007-07-24 00:00,$0.00 ,$0.00 ,Change in period of performance,2007-09-20 00:00,"$11,736.00 ",$0.00 ,"Change in period of performance.
Change in budget.",2009-01-28 00:00,$0.00 ,$0.00 ,Change in period of performance.,2012-01-24 00:00,"($3,027.03)",$0.00 ,"This action deobligates the remaining funds, $3,027.03. The final budget is $37,748.97.",,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,0,0,,1,Eck Doerry,Steve Sullivan
National Park Service (NPS),2007,1496070057,UPE-002,,University of Pennsylvania - School of Design (UPE),MEVE,"Documentation, Analysis & Conservation of Architectural Surface Finishes in Mesa Verde National Park",Travis,Scott,Oshana,Lauren,2007-09-30 00:00,2011-09-30 00:00,Cultural,$0.00 ,$0.00 ,"$98,500.00 ","$98,500.00 ",$0.00 ,0,H1200040002,"1496-0740-CMS, 1496-0741-CMS",,,,,CMS,,,Final Report,,,"1496-0740-CMS: $49800, 1496-0741-CMS: $48700",0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,Lauren Oshana,Scott Travis
National Park Service (NPS),2007,1242070054,FLC-008,,Fort Lewis College (FLC),AZRU,Prepare Vegetation & Landscape Management Plan & Environment Assessment,Carruth,Dennis,Ortega,Catherine,2008-02-15 00:00,2010-04-30 00:00,Natural,$0.00 ,$0.00 ,"$28,200.00 ","$28,200.00 ",$0.00 ,0,H1200040002,7380-CESU-NZP,,,,,NZP,,,Final Rpt,09-Dec,Dec-09,Per Trinkle Jones this is an FY07 project - work started late thus the 08 start date.  Draft final report will serve as final report.,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,Catherine Ortega,Dennis Carruth
National Park Service (NPS),2008,7127080008,UNM-008,,University of New Mexico (UNM),BAND,Bandelier National Monumuent Ecological Restoration Cultural Resources Treatment Plan,Mack,John,Chapman,Richard,2007-10-29 00:00,2008-06-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$4,578.00 ","$4,578.00 ",$0.00 ,0,H1200040002,7127-0001-CZA,,,,,CZA,ONPS Base,,Final Report,Sep-11,Mar-12,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,0,0,,1,Richard Chapman,John Mack
National Park Service (NPS),2007,2360075157,2360075157,03-May,Colorado State University (CSU),,"Continuation of ""Inventorying and Monitoring Natural Resources Status and Trends in the National Park System - Geologic Resources Inventory",Heise,Bruce,Hannah,Judith,2007-10-01 00:00,2008-09-30 00:00,Natural,$0.00 ,$0.00 ,"$431,449.00 ","$431,449.00 ",$0.00 ,0,H2380-04-0002,2360-0001-NII,,,,,NII,,,,,,"2nd Key Official, Carol McCoy",0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,Judith Hannah,Bruce Heise
National Park Service (NPS),2007,2485050105,2485050105,,Colorado State University (CSU),NSPC,"Research to Support Development of Visitor-based Soundscape Indicators and Standards, Phase II",McCuster,Vicki,Newman,Peter,2006-08-15 00:00,2008-08-31 00:00,Natural,$0.00 ,$0.00 ,"$66,446.00 ","$66,446.00 ",$0.00 ,0,H2380040002,2390-0003-NYS,,,,,NYS,,,,,,J2485050105/0001,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,Peter Newman,Vicki McCusker
National Park Service (NPS),2007,2485050016,2485050016,,Colorado State University (CSU),NSPC,Continuation of Guidance and Technical Support to the Natural Sounds Program Center (NSPC) of the National Park Service,Fristrup,Kurt,Loftis,Jim,2007-09-01 00:00,2008-09-30 00:00,Natural,$0.00 ,$0.00 ,"$497,426.55 ","$497,426.55 ",$0.00 ,0,,,,,,,,,,,,,J2485050016/0002        2nd Key Official : Frank Turina,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,Jim Loftis,Kurt Fristrup
National Park Service (NPS),2007,810070051,UAZCP-089,UAZCP-074,University of Arizona (UAZ),DINO,"Catalog Maps, Blueprints, and Drawings from Dinosaur National Monument Phase II",Mitchell,Lynn,Grindell,Beth,2007-08-01 00:00,2008-09-30 00:00,Cultural,,,"$14,278.00 ","$14,278.00 ",,0,H1200040002,1400-0766-UOC,,,,,UOC,,,Final Report,Nov-08,Jan-09,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Beth Grindell,Lynn Mitchell
National Park Service (NPS),2007,2121070112,USUCP-023,,Utah State University (USU),SCPN,Identification & Enumeration of Aquatic Macroinvertebrate Samples Support Long-Term Monitoring Aquatic Macroinvertebrate Communities in the National Park Service Units of the Southern Colorado Plateau Network,Thomas,Lisa,Vinson,Mark,2007-09-30 00:00,2009-01-15 00:00,Natural,,,"$14,100.00 ","$14,100.00 ",,0,H1200040002,2121-0301-NWZ,,,,,NWZ,,,Final Report,Jan-11,May-11,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Mark Vinson,Lisa Thomas
National Park Service (NPS),2007,7470070288,NAU-253,,Northern Arizona University (NAU),WUPA,Archeological Condition Assessment & Photography 23 Sites within Wupatki National Monument,Masayumptewa,Lloyd,Downum,C.E.,2007-08-01 00:00,2011-02-28 00:00,Cultural,,,"$41,275.00 ","$41,275.00 ",,0,H1200040002,7470-0702-CYA,ANT35VU,,,,CYA,,,Final Report,4/2011,4/2011,Extended end date.,1,,$0.00 ,,missing,2010-04-12 00:00,$0.00 ,,Change in project period.,2011-05-20 00:00,$0.00 ,,This modification extends the period of performance to 2/28/11.,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Chris Downum,Lloyd Masayumptewa
National Park Service (NPS),2007,1379070067,UNM-006,,University of New Mexico (UNM),BLCA,"Valuation of Riparian & Aquatic Resources,
Black Canyon of the Gunnison National Park",Dale,Michael,Chermak,Janie,2007-09-01 00:00,2009-02-28 00:00,Social,,,"$54,924.00 ","$54,924.00 ",,0,H1200040002,1377-7061-NNE,,,,,NNE,,,Final Report,see notes,Dec-10,"2 Accounts: $39,924 to 1377-7061-NNE and $15,000 to 1377-0001-NZE
Sent electronic version of report to TIC",1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,0,0,0,,1,Janie Chermak,Michael Dale
National Park Service (NPS),2007,2121040011,NAU-254,"NAU-170,196,240",Northern Arizona University (NAU),SCPN,Monitoring Surveys Support Long-Term Monitoring of Bird Communities in the National Park Service units of the Southern Colorado Plateau Network,Thomas,Lisa,Hiebert,Ron,2007-09-30 00:00,2011-03-31 00:00,Natural,,,"$113,869.00 ","$113,869.00 ",,0,H1200040002,2121-2002-NII,,,,,NII,,,Final Report,Jan-11,,"Admin closed 10/1/10
This work will be reported out under later task agreements. Officially closing this TA 10-30-13.",0,,,,,,,,,,,,,,$0.00 ,,,,,,,,,,,Research,1,0,0,,1,Ron Hiebert,Lisa Thomas
National Park Service (NPS),2007,2340070031,NAU-250,,Northern Arizona University (NAU),GRCA/LAME,Grand Canyon Vegetation Mapping Project,Kearsley,Michael,Ayers,Tina,2007-08-15 00:00,2008-12-31 00:00,Natural,,,"$203,053.00 ","$203,053.00 ",,0,H1200040002,2340-0002-NII,,,,,NII,,,Final Report,,,Two Locations: GRCA/ LAME,0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Tina Ayers,Michael Kearsley
National Park Service (NPS),2007,7190070010,NAU-251,,Northern Arizona University (NAU),PARA,Ecological Inventory of 15 Caves on Grand Canyon-Parashant National Monument,Bradybaugh,Jeff,Cobb,Neil,2007-09-01 00:00,2008-12-31 00:00,Natural,,,"$8,598.00 ","$8,598.00 ",,0,H1200040002,8230-0101-NZI,,,,,NZI,,,Final Report,,,2 accounts: $4100: 8230-0101-NZI and '$4498: 8366-1001-NZY,0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Neil Cobb,Jeff Bradybaugh
National Park Service (NPS),2007,2124070041,UNM-005,,University of New Mexico (UNM),BIBE,Monitoring long-term Vegetation Dynamics in Big Bend National Park:  Factors Controlling Woody & Grass Species Demographics with Implications for Restoration & Management,Reiser,Hildy,Muldavin,Esteban,2007-09-01 00:00,2010-12-31 00:00,Natural,,,"$69,928.00 ","$69,928.00 ",,0,H1200040002,2124-0301-NII,,,,,NII,,,Final Report,May-12,Jul-12,Chihauhaun Desert I&M Network,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,0,0,0,,1,Esteban Muldavin,Hildy Reiser
National Park Service (NPS),2007,7810070008,UNM-004,,University of New Mexico (UNM),WHSA,Map Tamarisk Park Wide,Spencer,Cliff,Muldavin,Esteban,2007-09-01 00:00,2010-01-30 00:00,Natural,,,"$16,000.00 ","$16,000.00 ",,0,H1200040002,7810-7061-NNE,,,,,NNE,,,Final Report,Dec-10,Dec-10,"Admin closed 9/22/10, deob",1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Esteban Muldavin,Cliiff Spencer
National Park Service (NPS),2007,8213070031,MNA-024,,Museum of Northern Arizona (MNA),GRCA,Grand Canyon Archaelogical Synthesis,Brennan,Ellen,Smiley,Francis,2007-06-20 00:00,2011-10-31 00:00,Cultural,,,"$134,000.00 ","$134,000.00 ",,0,H1200040002,8213-0320-UCA,,,,,UCA,,,Final Report,Jul-12,,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,0,0,0,,1,Francis Smiley,Ellen Brennan
National Park Service (NPS),2007,7481070012,ASU-029,,Arizona State University (ASU),IMR,Cultural Landscape Inventories (CLIs)  & National Register Nominations,Cowley,Jill,Dallett,Nancy,2007-08-16 00:00,2008-12-31 00:00,Interdisciplinary,,,"$60,000.00 ","$60,000.00 ",,0,H1200040002,7481-0CLI-UCL,,,,,UCL,,,Final Report,,,IMR Cultural Resources Santa Fe Program,0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Nancy Dallett,Jill Cowley
National Park Service (NPS),2007,8100070115,UAZCP-092,,University of Arizona (UAZ),COLM,Catalog Photographic Images,Mitchell,Lynn,Grindell,Beth,2007-08-15 00:00,2008-03-31 00:00,Interdisciplinary,,,$893.00 ,$893.00 ,,0,H1200040002,1378-0701-475,,2008-09-30 00:00,,,475,,,Final Report,Nov-08,Jan-09,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Beth Grindell,Lynn Mitchell
National Park Service (NPS),2007,8100070196,UAZCP-093,,University of Arizona (UAZ),IMR,Migrate Electronic Data and Maintain Computer Hardware,Rodeffer,Tef,Lange,Rich,2007-08-15 00:00,2009-12-31 00:00,Cultural,,,"$5,000.00 ","$5,000.00 ",,0,H1200040002,8106-SYM,,,2009-12-31 00:00,,SYM,,,Final Report,,,,0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Rich Lange,Tef Rodeffer
National Park Service (NPS),2007,8100070073,UAZCP-094,UAZCP-074,University of Arizona (UAZ),MANZ,"Conduct a Collection Condition Survey for Manzanar National Historic Site, Phase II",Voeks,Gretchen,Lomawaima,Hartman,2007-08-01 00:00,2007-12-31 00:00,Cultural,,,"$3,601.00 ","$3,601.00 ",,0,H1200040002,8760-0706-UCC,,,,,UCC,,,Final Report,12/2007,12/2007,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Hartman Lomawaima,Gretchen Voeks
National Park Service (NPS),2007,8100070195,UAZCP-095,,University of Arizona (UAZ),IMR,Maintain Western Archeological and Conservation Center Library and Respond to Research Requests,Rodeffer,Tef,Grindell,Beth,2007-08-15 00:00,2008-12-31 00:00,Cultural,,,"$5,962.00 ","$5,962.00 ",,0,H1200040002,8106-0705-CZY,,,,,CZY,,,Final Report,Dec-08,Apr-09,Location: Intermountain Region Museum Services Program and WACC   8106-0705-CZY $962 and 8106-SYM:  $5000,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Beth Grindell,Tef Rodeffer
National Park Service (NPS),2007,8100070194,UAZCP-096,,University of Arizona (UAZ),WACC,Address Cellulose Nitrate and Cellulose Diacetate Negative Issues,,,Lange,Rich,2007-08-01 00:00,2010-03-31 00:00,Cultural,,,"$18,858.00 ","$18,858.00 ",,0,H1200040002,8105-0777-COC,,,,,COC,,,Final Report,Jul-12,,Electronic report on mini-jump drive.,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Rich Lange,Lynn Mitchell
National Park Service (NPS),2007,8100070203,UAZCP-097,,University of Arizona (UAZ),MANZ,Catalog Archives from Manzanar National Historic Site,Mitchell,Lynn,Grindell,Beth,2007-08-01 00:00,2008-09-30 00:00,Cultural,,,"$3,500.00 ","$3,500.00 ",,0,H1200040002,8136-0701-UOC,,,,,UOC,,,Final Report,Dec-08,Apr-09,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Beth Grindell,Lynn Mitchell
National Park Service (NPS),2007,8100060244,UAZCP-098,UAZCP-059,University of Arizona (UAZ),WACC,"Develop/Improve Finding Aids for Cataloged Projects, Phase II",Mitchell,Lynn,Lange,Rich,2007-08-15 00:00,2013-01-31 00:00,Cultural,,,"$11,884.00 ","$11,884.00 ",,0,H1200040002,8106-SYM,,,,,SYM,,,Final Report,Jul-12,,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Rich Lange,Lynn Mitchell
National Park Service (NPS),2007,8100070180,UAZCP-099,,University of Arizona (UAZ),WACC,Relocate Maps at the Western Archeological and Conservation center,Mitchell,Lynn,Lange,Rich,2007-08-01 00:00,2009-09-30 00:00,Cultural,,,"$4,500.00 ","$4,500.00 ",,0,H1200040002,8105-0778-COC,,,,,COC,,,Final Report,Dec-10,Jan-11,Partners: UA and AZ Board of Regents; closed admin and tech 12-23-10,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Rich Lange,Lynn Mitchell
National Park Service (NPS),2007,8680070011,ASU-030,,Arizona State University (ASU),TONT,Historical Research of Apache and Yavapai Tribes at Tonto National Monument,Hubbard,Duane,Dallett,Nancy,2007-09-01 00:00,2008-10-31 00:00,Cultural,,,"$12,845.00 ","$12,845.00 ",,0,H1200040002,8680-7081-UGZ,,,,,UGZ,,,Final Report,09-Dec,Dec-09,"8680-7081-UGZ: $5000 and 8680-6103-C2A: $7845
1/2010: Electronic copy was sent but is missing. Electronic received  4/2011",1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,0,0,0,,1,Nancy Dallett,Duane Hubbard
National Park Service (NPS),2007,8100070179,ASU-031,,Arizona State University (ASU),WACC,Student Museum Services 2007 Internship,Beckwith,Kim,Simon,Arleyn,2007-09-01 00:00,2009-12-31 00:00,Cultural,,,"$7,500.00 ","$7,500.00 ",,0,H1200040002,1242-ARST-NYY,,,,,NYY,,,Final Report,Mar-11,Apr-11,Extended end date,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Arleyn Simon,Kim Beckwith
National Park Service (NPS),2007,741006009,CDA-004,CDA-003 CDA-007,Archaeology Southwest (ASW) (Formerly The Center for Desert Archaeology),ELMO,"Laser Imaging of the Inscriptions at El Morro National Monument, Year 2 of 3 Years Total",Kendrick,Jim,Doelle,William,2007-09-01 00:00,2010-12-31 00:00,Cultural,,,"$14,000.00 ","$14,000.00 ",,0,H1200040002,7410-0630-CCS,,,,,CCS,,,Final Report,Aug-12,Apr-13,"Partner: Center for Desert Archaeology.   Extended end date
Single reports submitted for CDA-03, 04 and 07.",1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,0,0,0,,1,William Doelle,Steve Baumann
National Park Service (NPS),2017,P17AC00353,P17AC00353,,Museum of Northern Arizona (MNA),"WUPA, WACA",Conduct Archeological Site Preservation Study-WUPA Rock Art Salts and WACA Architecture Mortars,Hough,Ian,Anderson,Kirk,2017-05-01 00:00,2018-05-01 00:00,Cultural,$0.00 ,$0.00 ,"$15,000.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,1,"$15,000.00 ",0,Kirk Anderson,Ian Hough
National Park Service (NPS),2007,7191070001,CDA-005,,Archaeology Southwest (ASW) (Formerly The Center for Desert Archaeology),ELMA,"Archaeological Survey of West Cerro Bandera, Bandera Flow, Mesita Blanca and East Encerrito Prescribed Burn Units",Kendrick,Jim,Doelle,William,2007-09-15 00:00,2009-02-01 00:00,Cultural,,,"$47,000.00 ","$47,000.00 ",,0,H1200040002,MULTIPLE,,,,,H13,,,Final Report,,,7191-BAFL-H13 $4100                  7191-EAEN-H13: $31800               7191-MEBL-H13: $5200                 7191-WCBA-H13 $5900,0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,0,0,0,,1,William Doelle,Jim Kendrick
National Park Service (NPS),2007,1242070202,NAU-255,,Northern Arizona University (NAU),HUTR,Hubble Trading Post NHS Heritage Orchards,Worthington,Anne,Gary,Nabhan,2007-09-30 00:00,2008-06-01 00:00,Interdisciplinary,,,"$2,000.00 ","$2,000.00 ",,0,H1200040002,1242-0531-CCH,,,,,CCH,,,Final Report,6/2008,6/2008,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,0,0,0,,1,Gary Nabhan,Anne Worthington
National Park Service (NPS),2007,8100070050,UAZCP-071,,University of Arizona (UAZ),LYJO,Process and Arrange Archives from Lyndon B. Johnson National Historical Park,Mitchell,Lynn,Grindell,Beth,2007-03-01 00:00,2007-09-30 00:00,Cultural,,,"$6,280.00 ","$6,280.00 ",,0,H1200040002,73570765UOC,,2008-09-30 00:00,,,UOC,,,Final Report,11/2008,1/2009,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Beth Grindell,Lynn Mitchell
National Park Service (NPS),2007,1470070401,RMB-005,,Rocky Mountain Bird Observatory (RMBO),ROMO,Mexican Spotted Owl Survey in Rocky Mountain National Park and Great Sand Dunes National Park,Connor,Jeff,Blakesley,Jennifer,2007-04-01 00:00,2008-12-31 00:00,Natural,,,"$15,600.00 ","$15,600.00 ",,0,H1200040002,14707061NNE,,,,,NNE,,,Final Report,,,,0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Jennifer Blakesley,Jeff Connor
